itemid,scheduleid,section,section_schedule_name
8691737,14823,Cafe Dessert,DS23 Cafe Mission Bakery Lunch and Dinner MO
8691737,14894,Cafe Dessert,DS23 Cafe Mission Bakery Lunch and Dinner MO
8691738,14823,Cafe Dessert,DS23 Cafe Mission Bakery Lunch and Dinner MO
8691738,14894,Cafe Dessert,DS23 Cafe Mission Bakery Lunch and Dinner MO
8691739,14823,Cafe Dessert,DS23 Cafe Mission Bakery Lunch and Dinner MO
8691739,14894,Cafe Dessert,DS23 Cafe Mission Bakery Lunch and Dinner MO
8691919,14823,Cafe Dessert,DS23 Cafe Mission Bakery Lunch and Dinner MO
8691919,14894,Cafe Dessert,DS23 Cafe Mission Bakery Lunch and Dinner MO
8643790,14823,Cafe Dessert,DS23 Cafe Mission Bakery Lunch and Dinner MO
8643790,14894,Cafe Dessert,DS23 Cafe Mission Bakery Lunch and Dinner MO
8728642,14823,Cafe Dessert,DS23 Cafe Mission Bakery Lunch and Dinner MO
8728642,14894,Cafe Dessert,DS23 Cafe Mission Bakery Lunch and Dinner MO
8756975,14823,Cafe Dessert,DS23 Cafe Mission Bakery Lunch and Dinner MO
8756975,14894,Cafe Dessert,DS23 Cafe Mission Bakery Lunch and Dinner MO
8782367,14823,Cafe Dessert,DS23 Cafe Mission Bakery Lunch and Dinner MO
8782367,14894,Cafe Dessert,DS23 Cafe Mission Bakery Lunch and Dinner MO
8782368,14823,Cafe Dessert,DS23 Cafe Mission Bakery Lunch and Dinner MO
8782368,14894,Cafe Dessert,DS23 Cafe Mission Bakery Lunch and Dinner MO
8728641,14823,Cafe Dessert,DS23 Cafe Mission Bakery Lunch and Dinner MO
8728641,14894,Cafe Dessert,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171240,14823,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171240,14894,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171249,14823,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171249,14894,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171241,14823,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171241,14894,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171247,14823,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171247,14894,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171254,14823,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171254,14894,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171251,14823,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171251,14894,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
7750436,14823,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
7750436,14894,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171252,14823,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171252,14894,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
7750437,14823,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
7750437,14894,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171253,14823,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171253,14894,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171255,14823,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171255,14894,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171256,14823,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171256,14894,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171239,14823,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171239,14894,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171242,14823,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171242,14894,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171243,14823,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171243,14894,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171244,14823,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171244,14894,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171245,14823,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171245,14894,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171246,14823,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171246,14894,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171248,14823,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171248,14894,Pastries & Baked Goods,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171203,14823,Fruit & Fruit Cup,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171203,14894,Fruit & Fruit Cup,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171200,14823,Fruit & Fruit Cup,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171200,14894,Fruit & Fruit Cup,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171201,14823,Fruit & Fruit Cup,DS23 Cafe Mission Bakery Lunch and Dinner MO
6171201,14894,Fruit & Fruit Cup,DS23 Cafe Mission Bakery Lunch and Dinner MO
8773392,14823,Fruit & Fruit Cup,DS23 Cafe Mission Bakery Lunch and Dinner MO
8773392,14894,Fruit & Fruit Cup,DS23 Cafe Mission Bakery Lunch and Dinner MO
6265556,14894,Lunch Grab & Go,DS23 Cafe Mission Bakery Lunch and Dinner MO
6265561,14894,Lunch Grab & Go,DS23 Cafe Mission Bakery Lunch and Dinner MO
6265557,14894,Lunch Grab & Go,DS23 Cafe Mission Bakery Lunch and Dinner MO
6265558,14894,Lunch Grab & Go,DS23 Cafe Mission Bakery Lunch and Dinner MO
6265560,14894,Lunch Grab & Go,DS23 Cafe Mission Bakery Lunch and Dinner MO
6265562,14894,Lunch Grab & Go,DS23 Cafe Mission Bakery Lunch and Dinner MO
